rank,title,ratings,rating_num,meta
155,冰川时代,8.4,254356,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演.../2002 / 美国 / 喜剧 动画 冒险
156,哈利·波特与死亡圣器(下),8.6,256385,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe.../2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险
157,花样年华,8.5,229087,导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma.../2000 / 香港 法国 / 剧情 爱情
158,撞车,8.6,165554,导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / .../2004 / 美国 德国 / 犯罪 剧情
159,追随,8.9,74668,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy.../1998 / 英国 / 犯罪 悬疑 惊悚
160,朗读者,8.5,265849,导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet .../2008 / 美国 德国 / 剧情 爱情
161,一次别离,8.7,124106,导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /.../2011 / 伊朗 法国 / 剧情 家庭
162,罗生门,8.7,114714,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 .../1950 / 日本 / 犯罪 剧情 悬疑
163,荒蛮故事,8.7,117739,导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío.../2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
164,碧海蓝天,8.7,103999,导演: Luc Besson   主演: Jean-Marc Barr / Jean Reno / Rosanna Arquette/1988 / 法国 美国 意大利 / 剧情 爱情
165,梦之安魂曲,8.7,104623,导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur.../2000 / 美国 / 剧情
166,战争之王,8.5,164624,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /.../2005 / 美国 法国 / 剧情 犯罪
167,秒速5厘米,8.4,273350,导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 .../2007 / 日本 / 动画 剧情 爱情
168,时空恋旅人,8.6,180567,导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl.../2013 / 英国 / 剧情 爱情 奇幻
169,心迷宫,8.6,142413,导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang .../2014 / 中国大陆 / 剧情 犯罪 悬疑
170,可可西里,8.6,120792,导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L.../2004 / 中国大陆 香港 / 剧情 犯罪
171,唐伯虎点秋香,8.3,294588,导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈.../1993 / 香港 / 喜剧 爱情 古装
172,超能陆战队,8.6,340448,导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特.../2014 / 美国 / 喜剧 动作 科幻 动画 冒险
173,地球上的星星,8.8,77412,导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿.../2007 / 印度 / 剧情 儿童 家庭
174,小森林 冬春篇,8.9,98922,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir.../2015 / 日本 / 剧情
175,蝙蝠侠：黑暗骑士崛起,8.5,275082,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ.../2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
176,海盗电台,8.6,158604,导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼.../2009 / 英国 德国 法国 / 剧情 喜剧 音乐
177,谍影重重2,8.5,149097,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / .../2004 / 美国 德国 / 动作 悬疑 惊悚
178,谍影重重,8.5,180082,导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦.../2002 / 美国 德国 捷克 / 动作 悬疑 惊悚
179,阿飞正传,8.5,166091,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C.../1990 / 香港 / 犯罪 剧情 爱情
180,恐怖游轮,8.3,292452,导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa .../2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
181,达拉斯买家俱乐部,8.6,155532,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon.../2013 / 美国 / 剧情 传记 同性
182,爆裂鼓手,8.6,217279,导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /.../2014 / 美国 / 剧情 音乐
183,惊魂记,8.8,75773,导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles/1960 / 美国 / 悬疑 恐怖
184,迁徙的鸟,9.1,49646,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:.../2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片
185,未麻的部屋,8.8,84419,导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu.../1997 / 日本 / 动画 奇幻 惊悚
186,荒野生存,8.6,119727,导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·.../2007 / 美国 / 冒险 传记 剧情
187,勇闯夺命岛,8.5,133759,导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉.../1996 / 美国 / 动作 冒险
188,绿里奇迹,8.7,99310,导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M.../1999 / 美国 / 犯罪 剧情 奇幻 悬疑
189,魔女宅急便,8.4,179232,导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平/1989 / 日本 / 动画 奇幻 冒险
190,再次出发之纽约遇见你,8.5,152072,导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克.../2013 / 美国 / 喜剧 爱情 音乐
191,东京物语,9.2,46502,导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节.../1953 / 日本 / 剧情 家庭
192,牯岭街少年杀人事件,8.7,96558,导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张.../1991 / 台湾 / 剧情 犯罪
193,卡萨布兰卡,8.6,116750,导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼.../1942 / 美国 / 剧情 爱情 战争
194,燕尾蝶,8.6,103286,导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步/1996 / 日本 / 犯罪 剧情
195,被解救的姜戈,8.5,243178,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /.../2012 / 美国 / 剧情 动作 西部 冒险
196,末路狂花,8.7,96880,导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏.../1991 / 美国 法国 / 犯罪 剧情 惊悚
197,这个男人来自地球,8.5,163954,导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David .../2007 / 美国 / 剧情 科幻
198,变脸,8.4,201345,导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯.../1997 / 美国 / 动作 科幻 犯罪
199,终结者2：审判日,8.5,131751,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz.../1991 / 美国 法国 / 动作 科幻
200,英国病人,8.4,165445,导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien.../1996 / 美国 英国 / 爱情 剧情 战争
201,忠犬八公物语,9.0,51305,导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa.../1987 / 日本 / 剧情
202,E.T. 外星人,8.5,142397,导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa.../1982 / 美国 / 剧情 科幻 奇幻 冒险
203,哪吒闹海,8.8,73170,导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 / 邱岳峰 .../1979 / 中国大陆 / 冒险 动画 奇幻
204,青蛇,8.4,202504,导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / .../1993 / 香港 / 剧情 奇幻 古装
205,叫我第一名,8.6,102174,导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·.../2008 / 美国 / 剧情 传记
206,发条橙,8.4,174629,导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael.../1971 / 英国 美国 / 犯罪 剧情 科幻
207,源代码,8.3,382768,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / .../2011 / 美国 加拿大 / 剧情 动作 科幻 犯罪 惊悚
208,黄金三镖客,9.1,47175,导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef/1966 / 意大利 西班牙 西德 / 冒险 西部
209,黑客帝国3：矩阵革命,8.5,143413,导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F.../2003 / 美国 澳大利亚 / 动作 科幻
210,新龙门客栈,8.4,169090,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte .../1992 / 香港 中国大陆 / 剧情 动作 武侠 古装
211,穆赫兰道,8.3,218292,导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈.../2001 / 法国 美国 / 剧情 悬疑 惊悚
212,美国丽人,8.4,172256,导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史佩西 Kevin Spacey / 安妮特.../1999 / 美国 / 剧情 家庭
213,非常嫌疑犯,8.6,107776,导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /.../1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚
214,城市之光,9.2,39248,导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·.../1931 / 美国 / 喜剧 剧情 爱情
215,无耻混蛋,8.4,208528,导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M.../2009 / 美国 德国 / 剧情 犯罪
216,上帝也疯狂,8.6,90119,导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau/1980 / 博茨瓦纳 南非 / 喜剧
217,初恋这件小事,8.2,425819,导演: Puttipong Promsaka Na Sakolnakorn / Wasin pokpong   主演: 马里奥·.../2010 / 泰国 / 喜剧 爱情
218,勇士,8.9,81761,导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·.../2011 / 美国 / 剧情 运动 家庭
219,爱·回家,9.0,44250,导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-.../2002 / 韩国 / 剧情 儿童 家庭
220,蓝色大门,8.3,259388,导演: 易智言 Chih-yen Yee   主演: 桂纶镁 Lunmei Kwai / 陈柏霖 Bo-lin Che.../2002 / 台湾 法国 / 剧情 爱情 同性
221,曾经,8.3,192728,导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔.../2006 / 爱尔兰 / 剧情 音乐 爱情
222,模仿游戏,8.5,232337,导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C.../2014 / 英国 美国 / 剧情 传记 战争 同性
223,无敌破坏王,8.6,172899,导演: 瑞奇·莫尔 Rich Moore   主演: 简·林奇 Jane Lynch / 约翰·C·赖利 .../2012 / 美国 / 喜剧 动画 冒险
224,大卫·戈尔的一生,8.7,81142,导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat.../2003 / 美国 德国 英国 / 剧情 犯罪 悬疑
225,暖暖内含光,8.4,135121,导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温.../2004 / 美国 / 剧情 爱情 奇幻
226,麦兜故事,8.5,119843,导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng/2001 / 香港 / 剧情 喜剧 动画
227,血钻,8.5,119332,导演: Edward Zwick   主演: Leonardo DiCaprio / Jennifer Connelly / Djimo.../2006 / 美国 德国 / 剧情 惊悚 冒险
228,蝴蝶,8.6,90987,导演: 菲利普·穆伊尔 Philippe Muyl   主演: 米歇尔·塞罗 Michel Serrault .../2002 / 法国 / 剧情 儿童 喜剧
229,国王的演讲,8.3,314906,导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·.../2010 / 英国 澳大利亚 美国 / 剧情 传记 历史
230,遗愿清单,8.5,115978,导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根.../2007 / 美国 / 冒险 喜剧 剧情
231,巴黎淘气帮,8.6,100006,导演: Laurent Tirard   主演: 马克西姆·戈达尔 Maxime Godart / 瓦莱丽·勒.../2009 / 法国 比利时 / 儿童 喜剧 家庭
232,与狼共舞,8.9,53151,导演: Kevin Costner   主演: Kevin Costner / Mary McDonnell / Graham Greene/1990 / 美国 / 冒险 剧情 西部
233,爱在午夜降临前,8.7,104679,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke .../2013 / 美国 / 剧情 爱情
234,荒岛余生,8.4,122383,导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / .../2000 / 美国 / 冒险 剧情
235,枪火,8.6,90585,导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / .../1999 / 香港 / 剧情 动作 犯罪
236,偷拐抢骗,8.5,108711,导演: 盖·里奇 Guy Ritchie   主演: 布拉德·皮特 Brad Pitt / 本尼西奥·德.../2000 / 英国 美国 / 喜剧 犯罪
237,疯狂的石头,8.2,285530,导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin/2006 / 中国大陆 香港 / 喜剧 犯罪
238,千钧一发,8.7,76436,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛.../1997 / 美国 / 剧情 科幻
239,夜访吸血鬼,8.3,186134,导演: 尼尔·乔丹 Neil Jordan   主演: 布拉德·皮特 Brad Pitt / 汤姆·克鲁.../1994 / 美国 / 剧情 奇幻 惊悚
240,月球,8.5,132638,导演: 邓肯·琼斯 Duncan Jones   主演: 山姆·洛克威尔 Sam Rockwell / 凯文.../2009 / 英国 / 剧情 科幻 悬疑
241,中央车站,8.7,72295,导演: Walter Salles   主演: Fernanda Montenegro / Marília Pêra / Viní.../1998 / 巴西 法国 / 剧情
242,爱在暹罗,8.3,209382,导演: 楚克‧萨克瑞科 Chukiat Sakveerakul   主演: 维特维斯特·海伦亚沃.../2007 / 泰国 / 剧情 爱情 同性 家庭
243,我爱你,9.0,50752,导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae.../2011 / 韩国 / 剧情 爱情
244,寿司之神,8.8,75438,导演: 大卫·贾柏 David Gelb   主演: 小野二郎  Jiro Ono / 小野祯一 Yoshik.../2011 / 美国 / 纪录片
245,廊桥遗梦,8.5,90805,导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 克林特·伊斯特伍德 Clint.../1995 / 美国 / 剧情 爱情
246,罪恶之城,8.4,132750,导演: 弗兰克·米勒 Frank Miller / 罗伯特·罗德里格兹 Robert Rodriguez   .../2005 / 美国 / 动作 犯罪 惊悚
247,两小无猜,8.1,303077,导演: 杨·塞谬尔 Yann Samuell   主演: 吉约姆·卡内 Guillaume Canet / 玛.../2003 / 法国 比利时 / 喜剧 剧情 爱情
248,彗星来的那一夜,8.3,150852,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em.../2013 / 美国 英国 / 科幻 悬疑 惊悚
249,黑鹰坠落,8.5,101703,导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / .../2001 / 美国 / 动作 历史 战争
250,假如爱有天意,8.2,217287,导演: 郭在容 Jae-young Kwak   主演: 孙艺珍 Ye-jin Son / 曹承佑 Seung-woo.../2003 / 韩国 / 剧情 爱情
